day_index,step,P_load_kW,P_pv_kW,day_type
2,71,644.7973863636363,1.0475,working
2,72,625.7637333333333,0.0,working
2,73,541.0547126436782,0.0,working
2,74,214.06516853932584,0.0,working
2,75,139.2490909090909,0.0,working
2,76,123.0485393258427,0.0,working
2,77,126.31955555555555,0.0,working
2,78,126.45866666666667,0.0,working
2,79,130.47511111111112,0.0,working
2,80,123.30168674698794,0.0,working
2,81,118.1465168539326,0.0,working
2,82,109.19681818181817,0.0,working
2,83,106.09863636363637,0.0,working
2,84,106.33526315789474,0.0,working
2,85,102.588,0.0,working
2,86,98.76636363636364,0.0,working
2,87,96.50045454545453,0.0,working
2,88,56.584691358024685,0.0,working
2,89,46.02181818181818,0.0,working
2,90,45.10651685393258,0.0,working
2,91,45.42714285714286,0.0,working
2,92,46.06177215189874,0.0,working
2,93,44.596,0.0,working
2,94,42.95545454545454,0.0,working
2,95,43.288372093023256,0.0,working
3,0,44.346,0.0,weekend
3,1,44.35466666666667,0.0,weekend
3,2,43.46577777777778,0.0,weekend
3,3,42.87911111111111,0.0,weekend
3,4,43.08177777777778,0.0,weekend
3,5,42.976444444444446,0.0,weekend
3,6,42.88755555555556,0.0,weekend
3,7,43.17466666666667,0.0,weekend
3,8,44.03777777777778,0.0,weekend
3,9,43.29022222222222,0.0,weekend
3,10,43.06488888888889,0.0,weekend
3,11,42.56666666666667,0.0,weekend
3,12,42.50711111111111,0.0,weekend
3,13,42.75866666666666,0.0,weekend
3,14,41.51111111111111,0.0,weekend
3,15,42.656444444444446,0.0,weekend
3,16,43.970666666666666,0.0,weekend
3,17,43.36044444444445,0.0,weekend
3,18,42.17911111111111,0.0,weekend
3,19,43.17111111111111,0.0,weekend
3,20,43.17168539325843,0.0,weekend
3,21,41.500224719101126,0.0,weekend
3,22,39.036629213483145,0.83,weekend
3,23,42.236447368421054,1.66,weekend
3,24,49.977640449438205,7.17,weekend
3,25,145.27455555555554,14.716666666666667,weekend
3,26,179.39311111111112,23.0,weekend
3,27,176.28244444444445,35.13333333333333,weekend
3,28,186.65733333333333,45.25,weekend
3,29,460.30422222222217,59.24333333333334,weekend
3,30,679.2127777777778,76.77333333333333,weekend
3,31,707.3714444444445,92.8,weekend
3,32,718.8737078651685,117.125,weekend
3,33,719.7776666666666,138.08,weekend
3,34,753.649625,151.74,weekend
3,35,757.2298863636363,161.27499999999998,weekend
3,36,764.4201123595506,170.16333333333333,weekend
3,37,775.9471111111112,177.42999999999998,weekend
3,38,751.5496666666667,184.53,weekend
3,39,761.2104444444444,189.1,weekend
3,40,760.8335555555556,169.21333333333334,weekend
3,41,753.4625842696629,202.8675,weekend
3,42,754.1571794871795,209.78666666666666,weekend
3,43,752.3894318181818,223.0875,weekend
3,44,727.9141111111112,227.73000000000002,weekend
3,45,705.6597727272728,220.15333333333334,weekend
3,46,613.3248051948052,219.97333333333336,weekend
3,47,600.335340909091,146.1725,weekend
3,48,429.65068181818185,154.5925,weekend
3,49,446.9625842696629,221.90666666666667,weekend
3,50,536.9522784810127,102.21666666666665,weekend
3,51,555.8849438202247,215.75666666666666,weekend
3,52,671.4953932584269,113.96,weekend
3,53,673.1156666666667,182.37666666666667,weekend
3,54,671.4041111111111,203.3033333333333,weekend
3,55,663.4657777777777,196.33,weekend
3,56,657.8341111111112,179.14000000000001,weekend
3,57,659.0953333333333,169.25333333333333,weekend
3,58,657.776,160.39666666666668,weekend
3,59,774.3735555555555,149.00666666666666,weekend
3,60,775.8912222222223,140.42333333333332,weekend
3,61,791.3982222222222,130.43333333333334,weekend
3,62,777.4125555555556,117.88,weekend
3,63,767.2984444444445,98.67333333333333,weekend
3,64,785.826404494382,82.61,weekend
3,65,782.7970731707317,62.417500000000004,weekend
3,66,772.4226966292134,42.71666666666667,weekend
3,67,784.3067415730337,30.97,weekend
3,68,784.8919540229886,21.32,weekend
3,69,764.9825333333333,11.199999999999998,weekend
3,70,761.8025842696628,4.916666666666667,weekend
3,71,749.8811235955056,1.3725,weekend
3,72,650.8265168539325,0.14666666666666664,weekend
3,73,505.63955555555555,0.0,weekend
3,74,190.42311111111113,0.0,weekend
3,75,119.87733333333334,0.0,weekend
3,76,118.53974025974026,0.0,weekend
3,77,109.73952380952382,0.0,weekend
3,78,110.17258426966293,0.0,weekend
3,79,104.83636363636364,0.0,weekend
3,80,108.23820224719103,0.0,weekend
3,81,104.92266666666667,0.0,weekend
3,82,97.76844444444444,0.0,weekend
3,83,100.18533333333333,0.0,weekend
3,84,102.02784810126582,0.0,weekend
3,85,103.62921348314607,0.0,weekend
3,86,96.65111111111112,0.0,weekend
3,87,86.12275862068965,0.0,weekend
3,88,56.18736842105263,0.0,weekend
3,89,45.02247191011236,0.0,weekend
3,90,44.54561797752809,0.0,weekend
3,91,44.47955056179775,0.0,weekend
3,92,44.02518518518519,0.0,weekend
3,93,44.128735632183904,0.0,weekend
3,94,43.650909090909096,0.0,weekend
3,95,44.749629629629624,0.0,weekend
4,0,43.918,0.0,weekend
4,1,43.848444444444446,0.0,weekend
4,2,43.66755555555555,0.0,weekend
4,3,44.38622222222222,0.0,weekend
4,4,43.45733333333333,0.0,weekend
4,5,42.47911111111111,0.0,weekend
4,6,42.32222222222222,0.0,weekend
4,7,42.74711111111111,0.0,weekend
4,8,42.57644444444445,0.0,weekend
4,9,43.74488888888889,0.0,weekend
4,10,42.66311111111111,0.0,weekend
4,11,42.59733333333333,0.0,weekend
4,12,42.45955555555555,0.0,weekend
4,13,43.26133333333333,0.0,weekend
4,14,41.63155555555556,0.0,weekend
4,15,42.794666666666664,0.0,weekend
4,16,42.71911111111111,0.0,weekend
4,17,42.303111111111114,0.0,weekend
4,18,42.112,0.0,weekend
4,19,42.272,0.0,weekend
4,20,42.45066666666666,0.0,weekend
4,21,42.36711111111111,0.0,weekend
4,22,41.125,0.0,weekend
4,23,41.341,0.9233333333333332,weekend
4,24,41.373444444444445,3.856666666666667,weekend
4,25,42.92422222222222,8.206666666666667,weekend
4,26,45.81722222222223,16.563333333333333,weekend
4,27,47.72033333333333,30.53,weekend
4,28,49.26844444444444,42.6325,weekend
4,29,52.061,44.23666666666667,weekend
4,30,57.711333333333336,58.30666666666667,weekend
4,31,78.8928409090909,76.41666666666667,weekend
4,32,70.61677777777778,68.85666666666667,weekend
4,33,71.53766666666667,70.08,weekend
4,34,77.92355555555555,76.47333333333334,weekend
4,35,72.1448275862069,68.26333333333334,weekend
4,36,70.62752808988765,67.53999999999999,weekend
4,37,69.97422222222222,68.36,weekend
4,38,69.19466666666668,67.47,weekend
4,39,69.164,68.24333333333334,weekend
4,40,67.72766666666666,66.2825,weekend
4,41,69.51733333333333,65.02,weekend
4,42,65.04534090909091,63.255,weekend
4,43,66.76573033707865,63.8875,weekend
4,44,67.10921348314606,65.345,weekend
4,45,68.02888888888889,65.10333333333334,weekend
4,46,64.66000000000001,60.86666666666667,weekend
4,47,66.61733333333333,63.699999999999996,weekend
4,48,66.98133333333332,64.83666666666666,weekend
4,49,68.01011111111112,65.42333333333333,weekend
4,50,66.91322222222222,65.42333333333333,weekend
4,51,68.51466666666667,66.36666666666667,weekend
4,52,67.71433333333333,65.94500000000001,weekend
4,53,61.251000000000005,51.125,weekend
4,54,61.58022988505746,32.612500000000004,weekend
4,55,64.70177777777778,7.753333333333333,weekend
4,56,63.08752808988764,7.085,weekend
4,57,61.187555555555555,4.93,weekend
4,58,62.29633333333334,8.623333333333333,weekend
4,59,64.19577777777778,14.506666666666666,weekend
4,60,64.727,17.432499999999997,weekend
4,61,65.87644444444445,14.663333333333334,weekend
4,62,63.60602272727272,19.349999999999998,weekend
4,63,64.86466666666666,22.503333333333334,weekend
4,64,63.123820224719104,22.22,weekend
4,65,56.17944444444444,20.823333333333334,weekend
4,66,53.89388888888889,16.77,weekend
4,67,53.53311111111112,12.676666666666668,weekend
4,68,50.80944444444445,8.523333333333333,weekend
4,69,48.273555555555554,5.183333333333334,weekend
4,70,46.78822222222222,2.5733333333333337,weekend
4,71,47.775444444444446,0.8266666666666667,weekend
4,72,45.82933333333334,0.0,weekend
4,73,46.61471264367816,0.0,weekend
4,74,46.501333333333335,0.0,weekend
4,75,47.55466666666667,0.0,weekend
4,76,47.09,0.0,weekend
4,77,46.37379310344828,0.0,weekend
4,78,47.57377777777778,0.0,weekend
4,79,51.66488888888889,0.0,weekend
4,80,51.19775280898877,0.0,weekend
4,81,49.87595505617978,0.0,weekend
4,82,48.37777777777778,0.0,weekend
4,83,48.324,0.0,weekend
4,84,49.40459770114942,0.0,weekend
4,85,50.75511111111111,0.0,weekend
4,86,49.53422222222222,0.0,weekend
4,87,48.95955555555555,0.0,weekend
4,88,49.238604651162795,0.0,weekend
4,89,47.91288888888889,0.0,weekend
4,90,46.803999999999995,0.0,weekend
4,91,46.88622222222222,0.0,weekend
4,92,47.32545454545455,0.0,weekend
4,93,47.08533333333334,0.0,weekend
4,94,46.656,0.0,weekend
4,95,46.99111111111111,0.0,weekend
5,0,48.097500000000004,0.0,working
5,1,46.54266666666667,0.0,working
5,2,45.61911111111112,0.0,working
5,3,45.31155555555556,0.0,working
5,4,45.288089887640446,0.0,working
5,5,45.86769230769231,0.0,working
5,6,45.29123595505618,0.0,working
5,7,45.63288888888889,0.0,working
5,8,45.337078651685395,0.0,working
5,9,44.84755555555556,0.0,working
5,10,44.96,0.0,working
5,11,46.135999999999996,0.0,working
5,12,45.88577777777778,0.0,working
5,13,46.14311111111111,0.0,working
5,14,46.044444444444444,0.0,working
5,15,45.708000000000006,0.0,working
5,16,47.2353488372093,0.0,working
5,17,47.22320987654321,0.0,working
5,18,45.52177777777778,0.0,working
5,19,45.265454545454546,0.0,working
5,20,45.32666666666667,0.0,working
5,21,44.032000000000004,0.0,working
5,22,43.24314606741573,0.4,working
5,23,47.40213483146067,2.5749999999999997,working
5,24,51.27215189873418,11.565,working
5,25,162.46147727272728,20.3075,working
5,26,196.121797752809,22.875,working
5,27,170.84321428571428,26.095,working
5,28,170.14481927710844,33.43,working
5,29,427.1420224719101,39.585,working
5,30,640.2170454545454,44.58,working
5,31,664.5337037037037,46.9275,working
5,32,700.4593258426966,39.53,working
5,33,735.1561111111112,68.45666666666666,working
5,34,731.4922222222223,71.43666666666667,working
5,35,719.8806666666667,30.830000000000002,working
5,36,727.5642222222222,20.34,working
5,37,721.1615555555555,49.995000000000005,working
5,38,702.0408536585365,48.54333333333333,working
5,39,726.3320731707317,50.5175,working
5,40,712.6275280898876,61.83,working
5,41,708.9573033707865,119.75333333333333,working
5,42,749.3826923076923,117.905,working
5,43,744.5973333333333,101.08,working
5,44,706.0116853932584,128.71666666666667,working
5,45,663.3062222222222,163.855,working
5,46,551.9782716049383,165.34666666666666,working
5,47,546.6574157303371,207.60333333333332,working
5,48,408.08566666666667,203.89249999999998,working
5,49,415.8135555555556,174.86666666666667,working
5,50,504.26647727272723,159.18333333333334,working
5,51,519.9680000000001,147.43333333333334,working
5,52,639.9654545454546,202.19333333333336,working
5,53,636.3591954022988,205.76,working
5,54,632.149756097561,143.41,working
5,55,639.0047777777778,108.5625,working
5,56,628.0128409090909,108.2375,working
5,57,635.1139534883721,134.365,working
5,58,627.4296470588235,168.9775,working
5,59,626.4730337078652,171.01,working
5,60,639.7391011235954,140.45000000000002,working
5,61,633.668024691358,89.3575,working
5,62,649.5725555555556,107.7875,working
5,63,658.6616666666667,98.97333333333331,working
5,64,650.8574444444445,78.28333333333335,working
5,65,648.2317777777778,70.35333333333334,working
5,66,638.3094444444445,46.60666666666666,working
5,67,635.434,29.206666666666667,working
5,68,635.9167500000001,17.506666666666668,working
5,69,636.3908045977012,8.9525,working
5,70,651.0754444444444,2.6675,working
5,71,650.4086363636363,0.34500000000000003,working
5,72,615.358,0.0,working
5,73,531.8551111111111,0.0,working
5,74,256.268,0.0,working
5,75,183.16179775280898,0.0,working
5,76,187.93714285714285,0.0,working
5,77,180.82577777777777,0.0,working
5,78,178.65258426966292,0.0,working
5,79,179.61873417721517,0.0,working
5,80,179.1031111111111,0.0,working
5,81,171.86577777777777,0.0,working
5,82,168.3128888888889,0.0,working
5,83,165.00622222222222,0.0,working
5,84,134.27415730337077,0.0,working
5,85,90.53662921348315,0.0,working
5,86,97.65977528089887,0.0,working
5,87,94.18227848101266,0.0,working
5,88,56.472808988764044,0.0,working
5,89,45.57438202247191,0.0,working
5,90,44.34022471910112,0.0,working
5,91,45.23037974683544,0.0,working
5,92,43.93511111111111,0.0,working
5,93,43.72808988764045,0.0,working
5,94,43.058,0.0,working
5,95,42.32505747126437,0.0,working
6,0,42.480000000000004,0.0,working
6,1,42.29244444444445,0.0,working
6,2,41.513777777777776,0.0,working
6,3,41.41733333333333,0.0,working
6,4,41.05422222222222,0.0,working
6,5,40.52666666666667,0.0,working
6,6,40.720888888888894,0.0,working
6,7,42.184888888888885,0.0,working
6,8,40.48577777777778,0.0,working
6,9,40.864000000000004,0.0,working
6,10,40.848444444444446,0.0,working
6,11,40.78088888888889,0.0,working
6,12,40.623555555555555,0.0,working
6,13,40.510222222222225,0.0,working
6,14,40.111555555555555,0.0,working
6,15,40.48755555555556,0.0,working
6,16,41.62577777777778,0.0,working
6,17,40.98133333333333,0.0,working
6,18,40.833333333333336,0.0,working
6,19,41.30888888888889,0.0,working
6,20,40.50222222222222,0.0,working
6,21,39.25511111111111,0.0,working
6,22,37.83211111111111,0.0,working
6,23,40.00655555555556,1.1766666666666665,working
6,24,51.01511111111111,5.1433333333333335,working
6,25,139.47255555555557,16.793333333333333,working
6,26,131.82777777777778,31.94666666666667,working
6,27,121.98322222222222,50.056666666666665,working
6,28,142.85655555555556,66.41000000000001,working
6,29,473.6562222222222,85.04666666666667,working
6,30,649.5291111111111,100.93,working
6,31,685.8581111111112,88.81666666666666,working
6,32,735.846,71.17333333333333,working
6,33,732.9803333333333,73.79,working
6,34,734.2314444444445,80.25333333333333,working
6,35,731.8773333333334,98.66000000000001,working
6,36,720.7028888888889,114.4725,working
6,37,721.8571111111111,125.42,working
6,38,716.7919101123596,150.17666666666665,working
6,39,736.8689411764706,189.95333333333335,working
6,40,735.0033707865169,199.19,working
6,41,715.4527777777778,192.74333333333334,working
6,42,727.1484444444444,160.2266666666667,working
6,43,707.7145555555555,190.7266666666667,working
6,44,698.1085555555555,212.195,working
6,45,701.0903333333333,227.13,working
6,46,599.8774390243902,226.78333333333333,working
6,47,562.0340909090909,190.185,working
6,48,380.0003370786517,217.46333333333334,working
6,49,393.60533333333336,230.07333333333335,working
6,50,490.51511111111114,196.5533333333333,working
6,51,500.44877777777776,160.58333333333334,working
6,52,646.4824444444445,219.70666666666668,working
6,53,651.8995555555556,217.48666666666668,working
6,54,722.8924444444444,177.34666666666666,working
6,55,755.8931111111111,149.10333333333332,working
6,56,767.6578888888889,198.41,working
6,57,765.2641111111111,102.39333333333332,working
6,58,754.9344444444445,122.0,working
6,59,780.9601111111111,183.24666666666667,working
6,60,774.2026666666667,55.97666666666667,working
6,61,774.3902222222222,75.74666666666667,working
6,62,769.1656666666667,141.86333333333334,working
6,63,754.4854444444445,33.43,working
6,64,765.1805555555555,14.050000000000002,working
6,65,765.2217777777779,25.113333333333333,working
6,66,757.1346666666666,38.4,working
6,67,764.8357777777778,25.310000000000002,working
6,68,750.3247619047619,6.95,working
6,69,751.1528089887641,1.7433333333333334,working
6,70,763.8443820224718,0.975,working
6,71,752.1532222222221,0.023333333333333334,working
6,72,727.8633707865168,0.011666666666666667,working
6,73,543.7008888888889,0.0,working
6,74,262.23688888888887,0.0,working
6,75,169.46444444444444,0.0,working
6,76,156.37022222222222,0.0,working
6,77,154.02266666666665,0.0,working
6,78,150.54533333333333,0.0,working
6,79,146.80444444444444,0.0,working
6,80,137.66831460674157,0.0,working
6,81,134.13303370786517,0.0,working
6,82,135.812,0.0,working
6,83,135.96963855421686,0.0,working
6,84,101.3,0.0,working
6,85,94.72888888888889,0.0,working
6,86,93.85955555555556,0.0,working
6,87,84.22409638554217,0.0,working
6,88,53.23011235955056,0.0,working
6,89,45.67911111111111,0.0,working
6,90,45.565777777777775,0.0,working
6,91,45.65911111111111,0.0,working
6,92,44.269333333333336,0.0,working
6,93,43.144444444444446,0.0,working
6,94,42.77688888888889,0.0,working
6,95,42.17733333333334,0.0,working
7,0,42.24740740740741,0.0,working
7,1,43.428888888888885,0.0,working
7,2,42.16711111111111,0.0,working
7,3,42.412444444444446,0.0,working
7,4,42.80860759493671,0.0,working
7,5,40.64133333333333,0.0,working
7,6,40.54318181818182,0.0,working
7,7,43.03272727272727,0.0,working
7,8,42.9827027027027,0.0,working
7,9,41.99045454545455,0.0,working
7,10,40.581123595505616,0.0,working
7,11,41.48533333333333,0.0,working
7,12,40.46741573033708,0.0,working
7,13,40.32844444444444,0.0,working
7,14,40.38933333333333,0.0,working
7,15,41.47377777777778,0.0,working
7,16,41.2944578313253,0.0,working
7,17,40.29752808988764,0.0,working
7,18,39.932873563218386,0.0,working
7,19,40.150909090909096,0.0,working
7,20,40.2455,0.0,working
7,21,40.71685393258427,0.0,working
7,22,36.417840909090906,0.12,working
7,23,37.67871794871795,1.575,working
7,24,41.89584269662922,5.28,working
7,25,145.82573033707865,10.003333333333332,working
7,26,161.3032584269663,26.225,working
7,27,158.71363636363637,41.24666666666666,working
7,28,166.51568181818183,54.6525,working
7,29,442.5858426966292,55.59,working
7,30,653.9026436781609,61.31,working
7,31,693.2115662650602,56.365,working
7,32,707.9198888888889,62.66,working
7,33,718.1831460674158,112.6025,working
7,34,737.4955844155845,136.26333333333332,working
7,35,766.6058426966292,111.895,working
7,36,743.9104494382022,112.10333333333334,working
7,37,746.8361111111111,124.69,working
7,38,738.3693421052632,151.30666666666664,working
7,39,743.5040449438202,173.21,working
7,40,752.1234444444444,218.9325,working
7,41,741.7617441860465,204.20499999999998,working
7,42,751.7235897435897,210.88,working
7,43,739.9544943820224,216.38,working
7,44,722.5542696629213,217.78333333333333,working
7,45,688.2008974358974,214.3175,working
7,46,579.786,215.83,working
7,47,568.1027272727273,217.96666666666667,working
7,48,402.29348314606744,206.7,working
7,49,418.2243037974684,193.48666666666668,working
7,50,541.6656179775281,148.64666666666668,working
7,51,543.8977528089888,211.1725,working
7,52,645.4461363636364,167.945,working
7,53,649.1775324675325,142.775,working
7,54,650.1947777777777,165.635,working
7,55,650.7967045454545,157.17666666666665,working
7,56,640.4198734177215,142.875,working
7,57,639.6079545454545,127.1575,working
7,58,624.3156666666667,112.95333333333333,working
7,59,641.2521348314607,114.49000000000001,working
7,60,635.8991139240507,72.37666666666667,working
7,61,629.4639325842696,142.5625,working
7,62,658.4140449438202,124.095,working
7,63,643.131,106.1475,working
7,64,655.6597297297297,36.63666666666666,working
7,65,629.4125,15.375,working
7,66,641.0805617977528,13.46,working
7,67,648.3540449438202,12.0525,working
7,68,647.961511627907,15.92,working
7,69,621.1422222222222,11.299999999999999,working
7,70,615.4177777777778,2.98,working
7,71,598.9423333333333,0.8233333333333333,working
7,72,603.0632183908046,0.0033333333333333335,working
7,73,518.904,0.0,working
7,74,213.49155555555558,0.0,working
7,75,141.9542857142857,0.0,working
7,76,128.4671111111111,0.0,working
7,77,132.58488888888888,0.0,working
7,78,122.92755555555556,0.0,working
7,79,132.0781818181818,0.0,working
7,80,120.23181818181818,0.0,working
7,81,113.485,0.0,working
7,82,112.07011235955056,0.0,working
7,83,111.4574358974359,0.0,working
7,84,85.6952808988764,0.0,working
7,85,80.83909090909091,0.0,working
7,86,80.93379310344827,0.0,working
7,87,77.09219512195122,0.0,working
7,88,42.22954545454545,0.0,working
7,89,37.375632183908046,0.0,working
7,90,36.29012658227848,0.0,working
7,91,33.584367816091955,0.0,working
7,92,33.97123595505618,0.0,working
7,93,33.59310344827586,0.0,working
7,94,32.28883720930233,0.0,working
7,95,31.91,0.0,working
8,0,31.326999999999998,0.0,working
8,1,31.150666666666666,0.0,working
8,2,30.74888888888889,0.0,working
8,3,30.504444444444445,0.0,working
8,4,31.361481481481484,0.0,working
8,5,30.790112359550562,0.0,working
8,6,30.293333333333333,0.0,working
8,7,31.03640449438202,0.0,working
8,8,30.988,0.0,working
8,9,30.676000000000002,0.0,working
8,10,30.663636363636364,0.0,working
8,11,31.205333333333332,0.0,working
8,12,30.53303370786517,0.0,working
8,13,30.94488888888889,0.0,working
8,14,28.981333333333335,0.0,working
8,15,30.482222222222223,0.0,working
8,16,31.21797752808989,0.0,working
8,17,30.034157303370787,0.0,working
8,18,29.616629213483147,0.0,working
8,19,30.29662337662338,0.0,working
8,20,30.49438202247191,0.0,working
8,21,30.583111111111112,0.0,working
8,22,29.859111111111112,0.006666666666666667,working
8,23,28.866500000000002,0.013333333333333334,working
8,24,37.483333333333334,0.5125,working
8,25,132.8601111111111,2.183333333333333,working
8,26,151.03722222222223,4.04,working
8,27,93.42827160493826,13.910000000000002,working
8,28,111.41866666666667,16.82,working
8,29,409.62269662921346,21.02,working
8,30,574.21275,25.98,working
8,31,636.9163953488372,26.74666666666667,working
8,32,655.8366666666667,30.53,working
8,33,672.875,43.086666666666666,working
8,34,708.1001162790698,64.24666666666667,working
8,35,705.4279069767442,56.53333333333333,working
8,36,693.8407777777777,40.1425,working
8,37,695.833888888889,37.77333333333333,working
8,38,665.7478481012658,39.38,working
8,39,663.7664444444445,53.550000000000004,working
8,40,692.7141111111112,56.910000000000004,working
8,41,712.0290804597701,66.77666666666666,working
