day_index,date_iso,day_type,step,P_load_kW,P_pv_kW
4,2025-09-09,working,70,16.729833333333332,5.771564245810056
4,2025-09-09,working,71,16.3675,1.5934394904458598
4,2025-09-09,working,72,17.436944444444446,0.032857142857142856
4,2025-09-09,working,73,19.658944444444444,0.0
4,2025-09-09,working,74,18.281055555555557,0.0
4,2025-09-09,working,75,17.7615,0.0
4,2025-09-09,working,76,18.271,0.0
4,2025-09-09,working,77,19.3165,0.0
4,2025-09-09,working,78,20.895555555555553,0.0
4,2025-09-09,working,79,20.646944444444443,0.0
4,2025-09-09,working,80,20.544555555555554,0.0
4,2025-09-09,working,81,22.6785,0.0
4,2025-09-09,working,82,21.640555555555558,0.0
4,2025-09-09,working,83,21.706833333333332,0.0
4,2025-09-09,working,84,19.850777777777775,0.0
4,2025-09-09,working,85,20.608777777777778,0.0
4,2025-09-09,working,86,23.995777777777775,0.0
4,2025-09-09,working,87,18.918444444444447,0.0
4,2025-09-09,working,88,18.47683333333333,0.0
4,2025-09-09,working,89,20.81572222222222,0.0
4,2025-09-09,working,90,20.252222222222223,0.0
4,2025-09-09,working,91,20.559444444444445,0.0
4,2025-09-09,working,92,20.291333333333334,0.0
4,2025-09-09,working,93,18.31127777777778,0.0
4,2025-09-09,working,94,17.961222222222222,0.0
4,2025-09-09,working,95,20.614833333333333,0.0
5,2025-09-10,working,0,20.006913580246913,0.0
5,2025-09-10,working,1,20.4905,0.0
5,2025-09-10,working,2,20.824555555555555,0.0
5,2025-09-10,working,3,20.054,0.0
5,2025-09-10,working,4,21.102222222222224,0.0
5,2025-09-10,working,5,21.89511111111111,0.0
5,2025-09-10,working,6,21.786944444444444,0.0
5,2025-09-10,working,7,18.846833333333333,0.0
5,2025-09-10,working,8,20.243666666666666,0.0
5,2025-09-10,working,9,22.46761111111111,0.0
5,2025-09-10,working,10,20.915055555555554,0.0
5,2025-09-10,working,11,20.828444444444443,0.0
5,2025-09-10,working,12,20.504833333333334,0.0
5,2025-09-10,working,13,17.447016574585636,0.0
5,2025-09-10,working,14,17.349166666666665,0.0
5,2025-09-10,working,15,20.31441340782123,0.0
