day_index,date_iso,day_type,step,P_load_kW,P_pv_kW
4,2025-09-09,working,94,22.833319,1.099126
4,2025-09-09,working,95,23.783558,0.556740
5,2025-09-10,working,0,20.867039,6.820955
5,2025-09-10,working,1,19.956617,1.564085
5,2025-09-10,working,2,20.129420,0.007246
5,2025-09-10,working,3,20.280731,0.060740
5,2025-09-10,working,4,21.049219,0.150228
5,2025-09-10,working,5,21.907101,0.225791
5,2025-09-10,working,6,22.464620,0.289664
5,2025-09-10,working,7,24.099170,0.851342
5,2025-09-10,working,8,25.577573,1.049009
5,2025-09-10,working,9,25.576134,1.336801
5,2025-09-10,working,10,25.546151,1.518398
5,2025-09-10,working,11,25.781651,1.930381
5,2025-09-10,working,12,26.475724,1.585543
5,2025-09-10,working,13,26.469729,2.236868
5,2025-09-10,working,14,26.398343,3.257030
5,2025-09-10,working,15,27.788174,3.479857
5,2025-09-10,working,16,28.907693,2.956656
5,2025-09-10,working,17,29.096510,3.949670
5,2025-09-10,working,18,29.462210,4.100146
5,2025-09-10,working,19,28.161320,4.115300
5,2025-09-10,working,20,28.065955,4.575896
5,2025-09-10,working,21,26.331669,5.788458
5,2025-09-10,working,22,25.434247,6.877934
5,2025-09-10,working,23,28.391610,8.621658
5,2025-09-10,working,24,28.843665,10.114138
5,2025-09-10,working,25,29.040806,12.287857
5,2025-09-10,working,26,29.526935,14.580832
5,2025-09-10,working,27,32.329035,20.737345
5,2025-09-10,working,28,99.765789,52.284029
5,2025-09-10,working,29,425.333135,137.614974
5,2025-09-10,working,30,550.016472,187.762587
5,2025-09-10,working,31,550.419930,225.178424
5,2025-09-10,working,32,557.287864,267.939480
5,2025-09-10,working,33,564.187851,302.658276
5,2025-09-10,working,34,565.169675,316.519759
5,2025-09-10,working,35,570.612486,340.360705
5,2025-09-10,working,36,593.122414,374.526854
5,2025-09-10,working,37,599.288018,401.624231
5,2025-09-10,working,38,607.067067,411.517913
5,2025-09-10,working,39,609.798874,420.220621
5,2025-09-10,working,40,594.171752,427.335356
5,2025-09-10,working,41,620.063571,451.406673
5,2025-09-10,working,42,634.151428,464.936114
5,2025-09-10,working,43,648.371518,479.221539
5,2025-09-10,working,44,660.220282,481.011177
5,2025-09-10,working,45,643.491176,487.439547
5,2025-09-10,working,46,627.512985,473.825132
5,2025-09-10,working,47,616.733449,466.384539
5,2025-09-10,working,48,465.117948,368.343303
5,2025-09-10,working,49,513.449105,405.417415
5,2025-09-10,working,50,564.481701,438.439613
5,2025-09-10,working,51,575.135733,446.393576
5,2025-09-10,working,52,582.507236,452.812309
5,2025-09-10,working,53,589.956121,452.383530
5,2025-09-10,working,54,616.896802,460.350176
5,2025-09-10,working,55,665.293192,481.774352
5,2025-09-10,working,56,680.406549,477.502195
5,2025-09-10,working,57,685.788563,465.610550
5,2025-09-10,working,58,685.944582,446.579563
5,2025-09-10,working,59,666.731658,419.650872
5,2025-09-10,working,60,617.648254,378.161930
5,2025-09-10,working,61,607.656578,356.322390
5,2025-09-10,working,62,597.257773,324.921123
5,2025-09-10,working,63,574.947006,292.123822
5,2025-09-10,working,64,540.963836,248.978174
5,2025-09-10,working,65,527.603208,207.326929
5,2025-09-10,working,66,496.214274,165.710758
5,2025-09-10,working,67,423.956922,122.796410
5,2025-09-10,working,68,319.218567,77.922736
5,2025-09-10,working,69,226.155068,55.030170
5,2025-09-10,working,70,122.087324,25.191385
5,2025-09-10,working,71,65.655669,13.729110
5,2025-09-10,working,72,29.135567,7.139861
5,2025-09-10,working,73,33.285362,4.349300
5,2025-09-10,working,74,32.472755,2.554087
5,2025-09-10,working,75,29.704994,0.016925
5,2025-09-10,working,76,30.101704,0.001548
5,2025-09-10,working,77,29.803490,0.000000
5,2025-09-10,working,78,29.271054,0.000000
5,2025-09-10,working,79,29.025754,0.000000
5,2025-09-10,working,80,28.578456,0.000000
5,2025-09-10,working,81,28.068490,0.000000
5,2025-09-10,working,82,27.445385,0.000000
5,2025-09-10,working,83,26.746717,0.000000
5,2025-09-10,working,84,25.198346,0.000000
5,2025-09-10,working,85,24.763684,0.000000
5,2025-09-10,working,86,24.669084,0.000000
5,2025-09-10,working,87,24.521631,0.000000
5,2025-09-10,working,88,24.581805,0.000000
5,2025-09-10,working,89,24.730279,2.935560
5,2025-09-10,working,90,24.324348,3.080970
5,2025-09-10,working,91,24.196850,0.000000
5,2025-09-10,working,92,23.765920,0.000000
5,2025-09-10,working,93,23.427473,1.626522
5,2025-09-10,working,94,22.833319,1.099126
5,2025-09-10,working,95,23.783558,0.556740
6,2025-09-11,working,0,20.867039,6.820955
6,2025-09-11,working,1,19.956617,1.564085
6,2025-09-11,working,2,20.129420,0.007246
6,2025-09-11,working,3,20.280731,0.060740
6,2025-09-11,working,4,21.049219,0.150228
6,2025-09-11,working,5,21.907101,0.225791
6,2025-09-11,working,6,22.464620,0.289664
6,2025-09-11,working,7,24.099170,0.851342
6,2025-09-11,working,8,25.577573,1.049009
6,2025-09-11,working,9,25.576134,1.336801
6,2025-09-11,working,10,25.546151,1.518398
6,2025-09-11,working,11,25.781651,1.930381
6,2025-09-11,working,12,26.475724,1.585543
6,2025-09-11,working,13,26.469729,2.236868
6,2025-09-11,working,14,26.398343,3.257030
6,2025-09-11,working,15,27.788174,3.479857
6,2025-09-11,working,16,28.907693,2.956656
6,2025-09-11,working,17,29.096510,3.949670
6,2025-09-11,working,18,29.462210,4.100146
6,2025-09-11,working,19,28.161320,4.115300
6,2025-09-11,working,20,28.065955,4.575896
6,2025-09-11,working,21,26.331669,5.788458
6,2025-09-11,working,22,25.434247,6.877934
